freq,c_resid,terrtypo,nace_r2,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,CST_A,I551-I553,NR,DEB3	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DEC	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DEC0	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DED	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DED2	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DED4	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DED5	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DEE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DEE0	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,DEF	16701202 	16701863 	17867032 	18442129 	19481587 	21012995 	25292072 	26653196 	23224348 	25711553 	29097129 	28886887 	28860582 
A,DOM,CST_A,I551-I553,NR,DEF0	16701202 	16701863 	17867032 	18442129 	19481587 	21012995 	25292072 	26653196 	23224348 	25711553 	29097129 	28886887 	28860582 
A,DOM,CST_A,I551-I553,NR,DK	16608182 	16782012 	17237884 	17790620 	18414734 	18334728 	18766115 	19380006 	17224039 	20815702 	22826009 	22170201 	21882340 
A,DOM,CST_A,I551-I553,NR,DK0	16608182 	16782012 	17237884 	17790620 	18414734 	18334728 	18766115 	19380006 	17224039 	20815702 	22826009 	22170201 	21882340 
A,DOM,CST_A,I551-I553,NR,DK01	3762656 	3942822 	4052981 	4489462 	4613094 	4605542 	4951693 	5454286 	3759344 	5251434 	6850858 	6969583 	6717434 
A,DOM,CST_A,I551-I553,NR,DK02	2076929 	2052521 	2141982 	2168744 	2238328 	2245451 	2201053 	2190386 	2092264 	2354900 	2491222 	2446906 	2417166 
A,DOM,CST_A,I551-I553,NR,DK03	4961643 	4972716 	5141834 	5250998 	5439079 	5332499 	5484474 	5452950 	5289830 	6130065 	6104691 	5765791 	5666559 
A,DOM,CST_A,I551-I553,NR,DK04	2619863 	2713798 	2808655 	2854776 	2969578 	3015233 	2996764 	3017818 	2879450 	3446251 	3740182 	3585099 	3515180 
A,DOM,CST_A,I551-I553,NR,DK05	3187091 	3100155 	3092432 	3026640 	3154655 	3136003 	3132132 	3264566 	3203151 	3633052 	3639056 	3402822 	3566001 
A,DOM,CST_A,I551-I553,NR,EA	420803831 e	423490979 	430502186 	450337779 	457833923 	476759417 e	489254929 e	501241242 	336061663 	444068711 	523685830 	530763531 	531298397 
A,DOM,CST_A,I551-I553,NR,EA19	: 	: 	: 	450337779 	457833923 	476759417 e	489254929 e	501241242 	336061663 	444068711 	523685830 	: 	: 
A,DOM,CST_A,I551-I553,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	529781075 	530763531 	531298397 
A,DOM,CST_A,I551-I553,NR,EE	947706 	1020130 	1078514 	1163072 	1286142 	1377092 	1441251 	1531395 	1373833 	1671348 	1888982 	1913700 	1928059 
A,DOM,CST_A,I551-I553,NR,EE0	947706 	1020130 	1078514 	1163072 	1286142 	1377092 	1441251 	1531395 	1373833 	1671348 	1888982 	1913700 	1928059 
A,DOM,CST_A,I551-I553,NR,EE00	947706 	1020130 	1078514 	1163072 	1286142 	1377092 	1441251 	1531395 	1373833 	1671348 	1888982 	1913700 	1928059 
A,DOM,CST_A,I551-I553,NR,EL	16292173 	16955089 	17141618 	17614778 	18698602 	18406358 	20100987 	19827847 	10585601 	13068742 	17968823 	20411333 	20868701 
A,DOM,CST_A,I551-I553,NR,EL3	2041107 	2281810 	2410136 	2426940 	2443619 	2499632 	2666620 	2693239 	1297904 	1725660 	2420026 	2875995 	2947996 
A,DOM,CST_A,I551-I553,NR,EL30	2041107 	2281810 	2410136 	2426940 	2443619 	2499632 	2666620 	2693239 	1297904 	1725660 	2420026 	2875995 	2947996 
A,DOM,CST_A,I551-I553,NR,EL4	4736345 	4817844 	5322296 	5278147 	6114830 	5952180 	6697263 	6467731 	2698725 	3536343 	5726868 	5636240 	5868173 
A,DOM,CST_A,I551-I553,NR,EL41	439798 	486655 	729481 	684241 	682654 	668635 	709882 	706983 	431457 	490591 	647882 	759972 	746599 
A,DOM,CST_A,I551-I553,NR,EL42	3196453 	3236853 	3263204 	3202793 	3967257 	3991200 	4500948 	4221945 	1575547 	2051203 	3602927 	3039923 	3208587 
A,DOM,CST_A,I551-I553,NR,EL43	1100094 	1094336 	1329611 	1391113 	1464919 	1292345 	1486433 	1538803 	691721 	994549 	1476059 	1836345 	1912987 
A,DOM,CST_A,I551-I553,NR,EL5	4084735 	4081425 	3750638 	3994144 	3981227 	3774697 	4035299 	4107844 	2553211 	2959529 	3701645 	4505869 	4585830 
A,DOM,CST_A,I551-I553,NR,EL51	654518 	670097 	656185 	631444 	681810 	626855 	640852 	634058 	433487 	471639 	568207 	659784 	633856 
A,DOM,CST_A,I551-I553,NR,EL52	3040381 	3016642 	2670413 	2976960 	2911936 	2741162 	2960404 	3032405 	1640146 	2018729 	2655649 	3258970 	3365860 
A,DOM,CST_A,I551-I553,NR,EL53	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,EL54	389836 	394686 	424040 	385740 	387481 	406680 	434043 	441381 	479578 	469161 	477789 	587115 	586114 
A,DOM,CST_A,I551-I553,NR,EL6	5429986 	5774010 	5658548 	5915547 	6158926 	6179849 	6701805 	6559033 	4035761 	4847210 	6120284 	7393229 	7466702 
A,DOM,CST_A,I551-I553,NR,EL61	899123 	902562 	988472 	975776 	1070437 	1143255 	1142788 	1144002 	775862 	933328 	1057923 	1117408 	1054386 
A,DOM,CST_A,I551-I553,NR,EL62	1364296 	1502798 	992598 	1052705 	978423 	1013525 	1154838 	1161823 	582946 	822769 	1037465 	1268205 	1333949 
A,DOM,CST_A,I551-I553,NR,EL63	793975 	744904 	798638 	912890 	949106 	954406 	922747 	911845 	492933 	569321 	810105 	950204 	898984 
A,DOM,CST_A,I551-I553,NR,EL64	820148 	899477 	960130 	967391 	1064170 	1097902 	1159592 	1130550 	761421 	816068 	1152382 	1394313 	1385879 
A,DOM,CST_A,I551-I553,NR,EL65	1552444 	1724269 	1918710 	2006785 	2096790 	1970761 	2321840 	2210813 	1422599 	1705724 	2062409 	2663099 	2793504 
A,DOM,CST_A,I551-I553,NR,ES	84743225 	83103081 	86436988 	90892730 	94377565 	96627999 	95949902 	98907895 	47904199 	86927132 	104924943 	105117145 	104973488 
A,DOM,CST_A,I551-I553,NR,ES1	9159635 	8875375 	9411882 	10151310 	10732439 	11644745 	11305096 	11755255 	7321246 	10383972 	12046686 	12622002 	12774846 
A,DOM,CST_A,I551-I553,NR,ES11	4131629 	4060041 	4200798 	4462893 	4859315 	5216622 	5031424 	5265835 	2949713 	4902248 	5684991 	5763961 	5698623 
A,DOM,CST_A,I551-I553,NR,ES12	2142128 	2013969 	2168588 	2413092 	2373714 	2705350 	2557873 	2711882 	2006872 	2588449 	2714330 	2984113 	2987724 
A,DOM,CST_A,I551-I553,NR,ES13	2885878 	2801365 	3042495 	3275324 	3499410 	3722774 	3715799 	3777538 	2364662 	2893274 	3647364 	3873928 	4088499 
A,DOM,CST_A,I551-I553,NR,ES2	1708862 	1611740 	1759045 	1979899 	2119765 	2177418 	2200737 	2219246 	1225796 	2201038 	2433692 	2458865 	2467518 
A,DOM,CST_A,I551-I553,NR,ES21	1708862 	1611740 	1759045 	1979899 	2119765 	2177418 	2200737 	2219246 	1225796 	2201038 	2433692 	2458865 	2467518 
A,DOM,CST_A,I551-I553,NR,ES22	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES23	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES24	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES3	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES30	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES4	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES41	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES42	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES43	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ES5	41685174 	40289199 	42393779 	45653655 	47610297 	49041232 	47679519 	47834374 	22187494 	42569039 	52450194 	52318651 	51669749 
A,DOM,CST_A,I551-I553,NR,ES51	17280548 	16208156 	17886885 	19642720 	20422305 	20691811 	19662551 	19905907 	10054980 	18739672 	22645416 	22553562 	22174743 
A,DOM,CST_A,I551-I553,NR,ES52	18600278 	18453698 	18950798 	20101717 	21429953 	21998105 	21837442 	21833909 	9450802 	18326646 	22650831 	22657431 	22232673 
A,DOM,CST_A,I551-I553,NR,ES53	5804348 	5627345 	5556096 	5909218 	5758040 	6351317 	6179527 	6094559 	2681712 	5502721 	7153948 	7107658 	7262333 
A,DOM,CST_A,I551-I553,NR,ES6	20065521 	20619580 	21623556 	22110181 	22509926 	22418182 	23130525 	24836774 	11801248 	21906820 	25360290 	25370815 	25760463 
A,DOM,CST_A,I551-I553,NR,ES61	17903356 	18415979 	19356204 	19909790 	20197272 	20089064 	20729549 	22418064 	10753389 	19976909 	22984233 	22927072 	23274476 
A,DOM,CST_A,I551-I553,NR,ES62	1944691 	1988242 	2001624 	1954449 	2049418 	2078358 	2164384 	2199666 	944173 	1759421 	2169613 	2230504 	2289387 
A,DOM,CST_A,I551-I553,NR,ES63	110964 	113551 	122323 	114718 	133903 	123562 	120951 	109988 	57718 	89844 	107476 	101837 	84952 
A,DOM,CST_A,I551-I553,NR,ES64	106511 	101808 	143405 	131224 	129332 	127198 	115640 	109057 	45968 	80646 	98968 	111401 	111647 
A,DOM,CST_A,I551-I553,NR,ES7	12124033 	11707186 	11248726 	10997685 	11405138 	11346422 	11634024 	12262246 	5368415 	9866264 	12634082 	12346811 	12300912 
A,DOM,CST_A,I551-I553,NR,ES70	12124033 	11707186 	11248726 	10997685 	11405138 	11346422 	11634024 	12262246 	5368415 	9866264 	12634082 	12346811 	12300912 
A,DOM,CST_A,I551-I553,NR,EU25	: 	: 	592365214 e	616466073 	632606742 e	661344590 e	678195344 e	698029445 e	: 	: 	: 	: 	: 
A,DOM,CST_A,I551-I553,NR,EU27_2007	600429352 e	601946620 e	598453448 e	623335062 	640315862 e	669196467 e	686445949 e	706786240 e	: 	: 	: 	: 	: 
A,DOM,CST_A,I551-I553,NR,EU27_2020	483808500 e	487232218 	496146689 	518909369 	529969860 e	550069116 e	565239162 e	581563439 	397736259 	521685702 	609838756 e	610470589 	611820383 
A,DOM,CST_A,I551-I553,NR,EU28	604380878 e	605892218 e	602394689 e	627763509 	644774192 e	673739017 e	691365112 e	712236878 e	: 	: 	: 	: 	: 
A,DOM,CST_A,I551-I553,NR,FI	4895250 	4787600 	4816687 	4911930 	4908773 	5358625 	5356706 	5605213 	3954685 	5155777 	6091468 	6136121 	6158261 
A,DOM,CST_A,I551-I553,NR,FI1	4736193 	4625564 	4665097 	4746952 	4745976 	5192924 	5189541 	5434648 	3818223 	4941086 	5850823 	5916282 	5942429 
A,DOM,CST_A,I551-I553,NR,FI19	615460 	614359 	583008 	586719 	548599 	551314 	564774 	553402 	461819 	599133 	637140 	621743 	608786 
A,DOM,CST_A,I551-I553,NR,FI1B	2068455 	2004961 	2035157 	2153314 	2164588 	2503891 	2490984 	2689945 	1562105 	2129835 	2796554 	2852194 	2966389 
A,DOM,CST_A,I551-I553,NR,FI1C	1095092 	1060890 	1048045 	1047769 	1074254 	1112471 	1063711 	1131833 	909851 	1158417 	1347853 	1345032 	1266487 
A,DOM,CST_A,I551-I553,NR,FI1D	957186 	945354 	998887 	959150 	958535 	1025248 	1070072 	1059468 	884448 	1053701 	1069276 	1097313 	1100767 
A,DOM,CST_A,I551-I553,NR,FI2	159057 	162036 	151590 	164978 	162797 	165701 	167165 	170565 	136462 	214691 	240645 	219839 	215832 
A,DOM,CST_A,I551-I553,NR,FI20	159057 	162036 	151590 	164978 	162797 	165701 	167165 	170565 	136462 	214691 	240645 	219839 	215832 
A,DOM,CST_A,I551-I553,NR,FR	99691815 	103606793 	101674271 	106111342 	104033767 	: @C	113462801 	115916583 	84497699 e	108534833 e	124759989 	124205114 	120921146 
A,DOM,CST_A,I551-I553,NR,FR1	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FR10	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRB	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRB0	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRC	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRC1	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRC2	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRD	: 	: 	: 	: 	: 	6454368 	6851661 	7327105 	5306223 e	6649853 e	8287065 	8249602 	7738994 
A,DOM,CST_A,I551-I553,NR,FRD1	: 	: 	: 	: 	: 	5020312 	5437184 	5834570 	4244529 e	5366551 e	6580945 	6600141 	6164412 
A,DOM,CST_A,I551-I553,NR,FRD2	: 	: 	: 	: 	: 	1434055 	1414477 	1492535 	1061694 e	1283302 e	1706120 	1649461 	1574582 
A,DOM,CST_A,I551-I553,NR,FRE	: 	: 	: 	: 	: 	3318084 	3208266 	3503111 	2515731 e	3107317 e	4092902 	4162917 	4077517 
A,DOM,CST_A,I551-I553,NR,FRE1	: 	: 	: 	: 	: 	2193654 	2008815 	2173781 	1550550 e	1921864 e	2491656 	2530418 	2460760 
A,DOM,CST_A,I551-I553,NR,FRE2	: 	: 	: 	: 	: 	1124429 	1199451 	1329330 	965181 e	1185452 e	1601246 	1632499 	1616757 
A,DOM,CST_A,I551-I553,NR,FRF	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRF1	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRF2	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRF3	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRG	: 	: 	: 	: 	: 	12081703 	12481866 	12931719 	9191009 e	11511854 e	13413649 	13485688 	12949275 
A,DOM,CST_A,I551-I553,NR,FRG0	: 	: 	: 	: 	: 	12081703 	12481866 	12931719 	9191009 e	11511854 e	13413649 	13485688 	12949275 
A,DOM,CST_A,I551-I553,NR,FRH	: 	: 	: 	: 	: 	16318173 	16319442 	17243010 	12514109 e	15448366 e	18747695 	18858642 	17715463 
A,DOM,CST_A,I551-I553,NR,FRH0	: 	: 	: 	: 	: 	16318173 	16319442 	17243010 	12514109 e	15448366 e	18747695 	18858642 	17715463 
A,DOM,CST_A,I551-I553,NR,FRI	: 	: 	: 	: 	: 	23413336 	22878252 	23653934 	18214314 e	22519383 e	24375932 	24591880 	24193040 
A,DOM,CST_A,I551-I553,NR,FRI1	: 	: 	: 	: 	: 	14529282 	14108424 	14422969 	11323889 e	13892838 e	14432822 	14548817 	14493854 
A,DOM,CST_A,I551-I553,NR,FRI2	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRI3	: 	: 	: 	: 	: 	8884054 	8769828 	9230964 	6890425 e	8626546 e	9943110 	10043064 	9699186 
A,DOM,CST_A,I551-I553,NR,FRJ	: 	: 	: 	: 	: 	18238829 	18362468 	18485818 	14223768 e	18964118 e	20659475 	20781175 	20153140 
A,DOM,CST_A,I551-I553,NR,FRJ1	: 	: 	: 	: 	: 	18238829 	18362468 	18485818 	14223768 e	18964118 e	20659475 	20781175 	20153140 
A,DOM,CST_A,I551-I553,NR,FRJ2	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRK	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRK1	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRK2	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,FRL	: 	: 	: 	: 	: 	22443895 	22111404 	21704089 	15491499 e	20502042 e	23766491 	23325546 	23191807 
A,DOM,CST_A,I551-I553,NR,FRL0	: 	: 	: 	: 	: 	22443895 	22111404 	21704089 	15491499 e	20502042 e	23766491 	23325546 	23191807 
A,DOM,CST_A,I551-I553,NR,FRM	: 	: 	: 	: 	: 	7608173 	7585565 	7351699 	5091502 e	7491200 e	7638517 	6811216 	7030812 
A,DOM,CST_A,I551-I553,NR,FRM0	: 	: 	: 	: 	: 	7608173 	7585565 	7351699 	5091502 e	7491200 e	7638517 	6811216 	7030812 
A,DOM,CST_A,I551-I553,NR,FRY	: 	: 	: 	: 	: 	: @C	3663877 	3716099 	1949544 e	2340700 e	3778265 	3938448 	3871100 
A,DOM,CST_A,I551-I553,NR,FRY1	: 	: 	: 	: 	: 	973185 u	1027359 	1026014 	508758 e	610899 e	1035830 	1110703 	1100675 
A,DOM,CST_A,I551-I553,NR,FRY2	: 	: 	: 	: 	: 	1096459 u	1161463 	1124655 	594709 e	641566 e	1021099 	1081029 	1032901 
A,DOM,CST_A,I551-I553,NR,FRY3	: 	: 	: 	: 	: 	238026 u	249217 	277745 	150186 e	185199 e	291090 	317681 	310650 
A,DOM,CST_A,I551-I553,NR,FRY4	: 	: 	: 	: 	: 	1046942 	1146347 	1194931 	653869 e	840422 e	1344651 	1275917 	1264211 
A,DOM,CST_A,I551-I553,NR,FRY5	: 	: 	: 	: 	: 	: @C	79490 	92755 	42022 e	62614 e	85595 	153119 	162664 
A,DOM,CST_A,I551-I553,NR,HR	4071203 	3945598 	3941241 	4428447 	4458330 	4542550 	4919163 	5450638 	4463448 	5946075 	6095245 	6321933 	6828666 
A,DOM,CST_A,I551-I553,NR,HR0	4071203 	3945598 	3941241 	4428447 	4458330 	4542550 	4919163 	5450638 	4463448 	5946075 	6095245 	6321933 	6828666 
A,DOM,CST_A,I551-I553,NR,HR02	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HR03	4071203 	3945598 	3941241 	4428447 	4458330 	4542550 	4919163 	5450638 	4463448 	5946075 	6095245 	6321933 	6828666 
A,DOM,CST_A,I551-I553,NR,HR05	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HR06	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU1	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU11	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU12	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU2	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU21	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU22	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU23	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU3	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU31	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU32	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,HU33	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,IE	: 	10302595 	10868809 e	9098278 e	8814258 e	: 	9827911 e	7891353 e	6408740 e	4873250 e	13734245 	12305067 	12791645 
A,DOM,CST_A,I551-I553,NR,IE0	: 	10302595 	10868809 e	9098278 e	8814258 e	: 	9827911 e	7891353 e	6408740 e	4873250 e	13734245 	12305067 	12791645 
A,DOM,CST_A,I551-I553,NR,IE04	: 	: 	: 	: 	: 	: 	3391395 e	2926209 e	1950079 e	2107383 e	4329671 	3272809 	4341105 
A,DOM,CST_A,I551-I553,NR,IE05	: 	: 	: 	: 	: 	: 	2641962 e	2460715 e	3414429 e	2063408 e	6914142 	7076793 	5811149 
A,DOM,CST_A,I551-I553,NR,IE06	: 	: 	: 	: 	: 	: 	3794554 e	2504429 e	1044232 e	702459 e	2490433 	1955465 	2639391 
A,DOM,CST_A,I551-I553,NR,IS	732619 	806160 	968385 	820152 	912834 	: 	: 	952172 	1257301 	1691029 	1842419 	1824229 	: 
A,DOM,CST_A,I551-I553,NR,IS0	732619 	806160 	968385 	820152 	912834 	: 	: 	952172 	1257301 	1691029 	1842419 	1824229 	: 
A,DOM,CST_A,I551-I553,NR,IS00	732619 	806160 	968385 	820152 	912834 	: 	: 	952172 	1257301 	1691029 	1842419 	1824229 	: 
A,DOM,CST_A,I551-I553,NR,IT	116404506 	109962588 	109817769 	115774700 	116901733 	120880686 	121457347 	123294088 	83310952 	108487223 	121058577 	121859476 	121692544 
A,DOM,CST_A,I551-I553,NR,ITC	8555330 	7766447 	7965782 	8393204 	8810937 	9042690 	8740119 	8747910 	6332541 	7743318 	8686731 	8655400 	8546853 
A,DOM,CST_A,I551-I553,NR,ITC1	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ITC2	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ITC3	8555330 	7766447 	7965782 	8393204 	8810937 	9042690 	8740119 	8747910 	6332541 	7743318 	8686731 	8655400 	8546853 
A,DOM,CST_A,I551-I553,NR,ITC4	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ITF	31623426 	30082730 	29836415 	30607229 	31430315 	32718315 	33116916 	32995853 	21316061 	27657421 	29921097 	31429332 	31299977 
A,DOM,CST_A,I551-I553,NR,ITF1	4561314 	4376226 	4142780 	4047327 	4009192 	4121018 	4179333 	4103506 	2805550 	3810170 	4072460 	4269652 	4445249 
A,DOM,CST_A,I551-I553,NR,ITF2	282895 	265043 	219783 	288239 	261806 	275992 	283134 	274525 	224106 	279167 	230979 	274097 	266758 
A,DOM,CST_A,I551-I553,NR,ITF3	9534101 	8740272 	8958149 	9219213 	9550582 	9718012 	10154533 	10185081 	5419447 	7182936 	8191881 	8869212 	8457266 
A,DOM,CST_A,I551-I553,NR,ITF4	9833954 	9592720 	9520853 	9662366 	10167400 	10739164 	10447198 	10308807 	8128825 	10301368 	10512513 	10452073 	10610326 
A,DOM,CST_A,I551-I553,NR,ITF5	1264369 	1287508 	1305656 	1369106 	1363059 	1441462 	1448745 	1426860 	833088 	1088293 	1249478 	1362490 	1385665 
A,DOM,CST_A,I551-I553,NR,ITF6	6146793 	5820961 	5689194 	6020978 	6078276 	6422667 	6603973 	6697074 	3905045 	4995487 	5663786 	6201808 	6134713 
A,DOM,CST_A,I551-I553,NR,ITG	13698996 	12505902 	13142927 	13429913 	13199315 	13850379 	13933998 	14144415 	9448916 	13257882 	15657823 	14996114 	15495382 
A,DOM,CST_A,I551-I553,NR,ITG1	7466023 	6905171 	7278864 	7092752 	6373625 	6938792 	6933262 	6971179 	4898764 	6610616 	7931904 	7883146 	8130298 
A,DOM,CST_A,I551-I553,NR,ITG2	6232973 	5600731 	5864063 	6337161 	6825690 	6911587 	7000736 	7173236 	4550152 	6647266 	7725919 	7112968 	7365084 
A,DOM,CST_A,I551-I553,NR,ITH	35133438 	32846873 	31753287 	33152073 	32980195 	34642104 	34806988 	35129491 	25346395 	33028192 	33496357 	32743644 	32607744 
A,DOM,CST_A,I551-I553,NR,ITH1	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ITH2	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ITH3	10562455 	9754765 	9661935 	9695488 	9443490 	10036321 	9991505 	10433808 	8824632 	11251177 	9874227 	9659363 	9311017 
A,DOM,CST_A,I551-I553,NR,ITH4	3153637 	2440051 	2299956 	2350491 	2380014 	2444842 	2457930 	2502120 	1872569 	2456719 	2628872 	2585679 	2542669 
A,DOM,CST_A,I551-I553,NR,ITH5	21417346 	20652057 	19791396 	21106094 	21156691 	22160941 	22357553 	22193563 	14649194 	19320296 	20993258 	20498602 	20754058 
A,DOM,CST_A,I551-I553,NR,ITI	27393316 	26760636 	27119358 	30192281 	30480971 	30627198 	30859326 	32276419 	20867039 	26800410 	33296569 	34034986 	33742588 
A,DOM,CST_A,I551-I553,NR,ITI1	12082243 	11589375 	11801374 	12020790 	11907366 	12158923 	12250352 	12693803 	10555335 	12713342 	12714232 	12630727 	11940737 
A,DOM,CST_A,I551-I553,NR,ITI2	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,ITI3	7135121 	7070098 	7295748 	7879333 	8001519 	7309148 	6485367 	6857753 	5197389 	6835544 	7113714 	7050052 	7075744 
A,DOM,CST_A,I551-I553,NR,ITI4	8175952 	8101163 	8022236 	10292158 	10572086 	11159127 	12123607 	12724863 	5114315 	7251524 	13468623 	14354207 	14726107 
A,DOM,CST_A,I551-I553,NR,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,CST_A,I551-I553,NR,LI0	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
